drugbank_id,disease
DB01197,nephropathy
DB01197,myocardial infarction
DB01197,left ventricular dysfunction
DB01197,congestive heart failure
DB01197,diabetic nephropathy
DB01197,renovascular hypertension
DB01198,insomnia
DB01199,myasthenia gravis
DB01200,hyperprolactinemia
DB01200,acromegaly
DB01200,prolactin-dependent menstrual disorders
DB01200,galactorrhea
DB01200,infertility
DB01200,hypogonadism
DB01200,malignant syndrome
DB01200,prolactin-secreting adenomas
DB01200,restless legs syndrome
DB01201,pulmonary tuberculosis
DB01202,seizures
DB01202,epilepsy
DB01203,hypertension
DB01203,arrhythmias
DB01203,angina pectoris
DB01203,cardiovascular disease
DB01204,relapsing
DB01204,sclerosis
DB01206,hodgkin's disease
DB01206,brain tumors
DB01207,acute myocardial infarction
DB01208,chronic bronchitis
DB01208,chlamydia
DB01208,infections
DB01208,community-acquired pneumonia
DB01209,pain
DB01210,chronic open-angle glaucoma
DB01210,ocular hypertension
DB01211,cryptosporidiosis
DB01211,hiv infection
DB01211,streptococcal endocarditis
DB01211,hiv infected
DB01211,otitis
DB01211,legionnaires' disease
DB01211,skin or skin structure
DB01211,respiratory tract infections
DB01211,catarrhalis
DB01211,chronic bronchitis
DB01211,bartonella infections
DB01211,acute maxillary sinusitis
DB01211,lyme disease
DB01211,community-acquired pneuomia
DB01211,acute bacterial exacerbations
DB01211,pharyngitis
DB01211,duodenal ulcer disease
DB01211,bacteremia
DB01211,pylori infection
DB01211,infections
DB01211,tonsillitis
DB01211,encephalitis
DB01212,p. mirabilis
DB01212,klebsiella
DB01212,"respiratory, skin, soft tissue"
DB01212,coagulase-negative staph
DB01212,infections
DB01212,h. influenzae
DB01212,beta-hemolytic streptococci
DB01212,s. pyogenes
DB01212,s. pneumoniae
DB01212,uti
DB01214,glaucoma
DB01214,ocular hypertension
DB01215,insomnia
DB01215,nocturnal awakenings
DB01216,alopecia
DB01216,androgenetic alopecia
DB01216,prostate
DB01216,prostatic hyperplasia (bph
DB01216,enlarged prostate
DB01217,gynecomastia
DB01217,mccune-albright syndrome
DB01217,breast cancer
DB01218,malaria
DB01219,malignant hyperthermia
DB01220,diarrhea
DB01220,irritable bowel syndrome
DB01220,ibs-d
DB01222,fever
DB01222,allergies
DB01222,asthma
DB01222,crohn's disease
DB01222,ulcerative colitis
DB01222,nasal polyposis
DB01222,rhinitis
DB01223,chronic bronchitis
DB01223,emphysema
DB01223,bronchospasm
DB01224,psychotic disorders
DB01224,schizophrenia
DB01225,unstable angina
DB01225,pulmonary embolism
DB01225,myocardial infarction
DB01225,vein thrombosis
DB01227,pain
DB01228,ventricular tachycardia
DB01228,atrial flutter
DB01228,atrial fibrillation
DB01228,ventricular fibrillation
DB01229,kaposi's sarcoma
DB01229,breast cancer
DB01229,non-small cell lung cancer
DB01229,cancer of the lung
DB01230,deficit hyperactivity disorder
DB01230,adhd
DB01231,nausea
DB01231,infectious diseases
DB01231,peripheral (labyrinthine)
DB01231,labyrinthine disturbances
DB01231,vomiting
DB01231,vertigo
DB01231,meniere's disease
DB01232,immunodeficiency
DB01233,nausea
DB01233,gerd
DB01233,gastroesophageal reflux disease
DB01233,vomiting
DB01234,neoplastic diseases
DB01234,palpebral and bulbar conjunctiva
DB01234,respiratory diseases
DB01234,corticosteroid-responsive dermatoses
DB01234,collagen diseases
DB01234,endocrine disorders
DB01234,cornea
DB01234,bronchial asthma
DB01234,nasal polyps
DB01234,cerebral edema
DB01234,allergic ot inflammatory nasal
DB01234,gastrointestinal diseases
DB01234,rheumatic d=disorders
DB01234,hematologic disorders
DB01235,idiopathic parkinson's disease
DB01235,parkinsonism
DB01235,paralysis
DB01235,injury to the nervous
DB01235,postencephalitic parkinsonism
DB01237,cough
DB01237,fever
DB01237,phlegm
DB01237,allergy
DB01238,psychotic disorders
DB01238,schizophrenia
DB01239,mania
DB01239,schizophrenia
DB01239,bipolar disorders
DB01239,psychotic disorders
DB01240,pulmonary hypertension
DB01240,primary pulmonary hypertension
DB01241,pancreatitis
DB01241,hyperlipidemia
DB01241,inflammation of the pancreas
DB01242,narcolepsy
DB01242,obsessive-compulsive disorder
DB01242,panic disorder
DB01242,depression
DB01242,autistic disorder
DB01242,diabetic peripheral neuropathy
DB01242,pain
DB01242,chronic pain
DB01242,neuropathic pain
DB01242,cataplexy
DB01242,premenstrual syndrome
DB01242,schizophrenia
DB01242,idiopathic pain disorder
DB01242,premature ejaculation
DB01242,tourette’s disorder
DB01242,obsessive-compulsive
DB01242,trichotillomania
DB01242,headache
DB01242,stuttering
DB01243,dermatitis
DB01243,dandruff
DB01244,hypertension
DB01244,effort-associated angina
DB01244,chronic stable angina
DB01246,urticaria
DB01246,pruritus
DB01246,allergic skin reactions
DB01246,itching
DB01246,allergic
DB01247,depressive disorder
DB01248,prostate cancer
DB01248,head and neck cancer
DB01248,breast cancer
DB01248,non-small cell lung cancer
DB01248,gastric adenocarinoma
DB01250,inflammatory bowel disease
DB01250,ulcerative colitis
DB01251,diabetes mellitus type 2
DB01252,diabetes
DB01253,uterine atony
DB01253,haemorrhage
DB01254,myeloid or lymphoid blast phase chronic myeloid leukemia
DB01254,chromosome-positive acute lymphoblastic leukemia
DB01255,attention deficit/hyperactivity disorder
DB01255,adhd
DB01256,impetigo
DB01256,staphylococcus aureus
DB01257,pnh
DB01257,nocturnal hemoglobinuria
DB01257,hemolysis
DB01259,tumors
DB01259,breast cancer
DB01261,diabetes mellitus
DB01262,myelodysplastic syndromes
DB01262,sideroblasts
DB01262,anemia
DB01262,chronic myelomonocytic leukemia
DB01263,hematologic malignancies
DB01263,zygomycosis
DB01263,infections
DB01263,aspergillosis
DB01263,oropharyngeal candidiasis
DB01263,gvhd
DB01263,graft-versus-host disease
DB01263,neutropenia
DB01264,human immunodeficiency virus (hiv) infection
DB01265,chronic hepatitis b
DB01265,active disease
DB01266,external genital
DB01266,perianal warts
DB01267,schizophrenia
DB01268,gastrointestinal stromal tumor
DB01268,renal cell carcinoma
DB01269,colorectal carcinoma
DB01270,retinal vein occlusion
DB01270,edema
DB01270,diabetic macular edema
DB01270,age-related macular degeneration
DB01271,hunter syndrome
DB01272,pompe disease
DB01272,gaa deficiency
DB01274,copd
DB01274,chronic bronchitis
DB01274,emphysema
DB01274,chronic obstructive pulmonary disease
DB01275,hypertension
DB01275,pre-eclampsia/eclampsia
DB01275,congestive heart failure
DB01276,type 2 diabetes mellitus
DB01277,hypothyroidism
DB01277,igfd
DB01277,gh deficiency
DB01277,primary igfd
DB01277,malnutrition
DB01278,diabetes mellitus
DB01279,mucopolysaccharidosis
DB01280,t-cell lymphoblastic lymphoma
DB01280,acute t-cell lymphoblastic leukemia
DB01281,polyarticular juvenile idiopathic arthritis
DB01281,rheumatoid arthritis
DB01281,structural damage
DB01282,bleeding
DB01282,hemorrhage
DB01283,osteoarthritis of the knee
DB01284,adrenocortical insufficiency
DB01285,adrenocortical insufficiency
DB01289,diabetes mellitus type 2
DB01291,bronchospasm
DB01294,diarrhea
DB01294,nausea
DB01294,indigestion
DB01294,gastrointestinal tract
DB01294,heartburn
DB01295,hypertension
DB01295,angina pectoris
DB01296,osteoarthritis
DB01297,cardiac arrhythmias
DB01298,acute urinary tract infections
DB01299,plasmodium falciparum malaria
DB01299,infections
DB01299,malaria
DB01303,copd
DB01303,emphysema
DB01303,bronchitis
DB01303,asthma
DB01306,diabetes mellitus
DB01307,diabetic
DB01307,diabetes mellitus
DB01309,diabetes mellitus
DB01319,hiv infection
DB01319,myocardial infarction
DB01319,hiv infected
DB01319,human immunodeficiency virus (hiv-1) infection
DB01319,infected with hiv when
DB01319,dyslipidemia
DB01319,hiv transmission
DB01320,seizures
DB01320,convulsive
DB01320,status epilepticus
DB01321,bacterial infections
DB01324,edema
DB01325,hypertension
DB01326,infections
DB01327,bacterial infections
DB01327,urinary tract
DB01327,infections
DB01327,b. fragilis
DB01328,bacterial infections
DB01329,bacterial infections
DB01330,bacterial infections
DB01331,infections
DB01332,infections
DB01340,hypertension
DB01340,heart failure
DB01342,hypertension
DB01345,hypokalemia
DB01347,hypertension
DB01347,heart failure
DB01348,hypertension
DB01349,hypertension
DB01349,heart failure
DB01353,insomnia
DB01356,depression
DB01356,mania
DB01356,bipolar disorder
DB01359,hypertension
DB01359,hypersensitivity
DB01359,atrioventricular conduction block
DB01359,cardiogenic shock
DB01359,sinus bradycardia
DB01362,myelography
DB01363,weight loss
DB01364,hypotension
DB01365,hypotensive
DB01366,copd
DB01366,asthma and chronic obstructive pulmonary disease
DB01367,idiopathic parkinsons disease
DB01369,bacterial infections
DB01373,muscular contractions
DB01377,indigestion
DB01377,constipation
DB01377,heartburn
DB01380,adrenal insufficiency
DB01380,allergic disorders
DB01380,addisons disease
DB01381,"alzheimer's, vascular or mixed"
DB01381,glaucoma
DB01381,memory or cognitive impairment
DB01381,dementia
DB01381,memory impairment
DB01381,dizziness
DB01381,vertigo
DB01381,raynaud's syndrome
DB01382,diabetes mellitus
DB01388,angina
DB01390,metabolic acidosis
DB01390,diarrhea
DB01390,primary lactic acidosis
DB01390,diabetes
DB01390,cardiac arrest
DB01390,poisoning
DB01390,insufficiency
DB01390,dehydration
DB01390,hemolytic
DB01390,renal disease
DB01390,nephrotoxicity
DB01390,shock
DB01392,diabetic
DB01392,mydriatic
DB01392,impotence
DB01393,hypertriglyceridemias
DB01393,atherosclerosis
DB01393,hyperlipidaemias
DB01393,hyperlipidaemia
DB01393,diabetes mellitus
DB01394,pain
DB01396,arrhythmias
DB01396,congestive cardiac insufficiency
DB01396,heart failure
DB01397,muscular pain
DB01399,rheumatoid arthritis
DB01399,osteoarthritis
DB01399,rheumatic disorders
DB01400,myasthenia gravis
DB01401,arthritis
DB01401,fever
DB01401,pain
DB01401,inflammation
DB01403,manic
DB01403,schizophrenia
DB01403,bipolar disorder
DB01403,psychosis
DB01405,genital and urinary infections
DB01405,prostatitis
DB01405,skin infections
DB01405,respiratory tract infections
DB01406,fibrocystic breast disease
DB01406,endometriosis
DB01406,hereditary angioedema
DB01407,asthma
DB01408,emphysema
DB01408,bronchitis
DB01408,bronchospasm
DB01409,copd
DB01409,chronic obstructive pulmonary disease
DB01410,allergic rhinitis
DB01412,fatigue
DB01412,orthostatic hypotension
DB01413,pyelonephritis
DB01413,skin and skin structure
DB01413,febrile neutropenic
DB01413,urinary tract infections
DB01413,infection
DB01413,pneumonia
DB01413,bacteremia
DB01413,infections
DB01413,intra-abdominal infections
DB01414,bacterial infections
DB01415,chronic bronchitis
DB01415,pharyngitis
DB01415,abecb
DB01415,bacterial otitis
DB01415,tonsilitis
DB01416,infections
DB01418,myocardial infarction
DB01418,thromboembolism
DB01418,infarction
DB01418,pulmonary embolism
DB01418,transient ischemic attacks
DB01418,cerebral embolism
DB01418,thromboembolic diseases
DB01418,vein thrombosis
DB01419,pain
DB01420,muscle mass
DB01421,intestinal amebiasis
DB01421,hepatic coma
DB01421,extraintestinal amebiasis
DB01424,rheumatism
DB01424,neuritis
DB01425,nausea
DB01425,vomiting
DB01425,postoperative nausea and vomiting
DB01427,congestive heart failure
DB01430,chronic obstructive pulmonary disease
DB01431,miscarriage
DB01431,premature labour
DB01431,prostatic hyperplasia
DB01432,hypercholesterolemia
DB01432,pruritus
DB01432,biliary obstruction
DB01437,insomnia
DB01438,trauma
DB01438,pain
DB01438,infection
DB01440,insomnia
DB01440,narcolepsy
DB01440,depression
DB01440,alcoholism
DB01444,pain
DB01452,myocardial infarction
DB01452,acute pain
DB01452,chronic pain
DB01452,acute pulmonary oedema
DB01454,post-traumatic stress disorder
DB01454,terminal cancer
DB01454,anxiety
DB01454,ptsd
DB01459,chronic pain
DB01463,fatigue
DB01463,depressive
DB01463,lethargy
DB01463,depressive fatigue
DB01466,pain
DB01489,depression
DB01489,anxiety
DB01501,cramping
DB01501,diarrhea
DB01501,toxic megacolon
DB01501,ulcerative colitis
DB01544,insomnias
DB01550,overdose
DB01550,substance abuse
DB01550,loss of employment
DB01551,breathlessness
DB01551,pain
DB01551,chronic pain
DB01553,anxiety
DB01558,insomnia
DB01558,anxiety
DB01558,panic attacks
DB01559,anxiety disorders
DB01563,insomnia
DB01563,cough
DB01563,anxiety
DB01563,respiration depression
DB01564,breast cancer
DB01565,pain
DB01567,anxiety disorders
DB01569,non-pituitary growth retardation [1]
DB01575,diarrhea
DB01575,aids-related diarrhea
DB01576,adhd
DB01576,attention deficit hyperactivity disorder
DB01577,adhd
DB01577,deficit disorder
DB01577,hyperactivity
DB01577,obesity
DB01578,neoplasms
DB01578,malformations of the heart
DB01578,"lumbar, thoracic, cervical,"
DB01578,head and neck
DB01578,vascular diseases
DB01578,obstructions
DB01579,obesity
DB01580,hypertension
DB01580,arrhythmias
DB01580,angina pectoris
DB01580,anxiety
DB01581,prostatitis
DB01581,bronchitis
DB01581,urinary tract infections
DB01582,bacterial infections
DB01582,prostatitis
DB01582,bronchitis
DB01582,urinary tract infections
DB01583,chronic lymphocytic thyroiditis multinodular goiter
DB01583,thyrotoxicosis
DB01583,hyperthyroidism
DB01583,hypothyroidism
DB01583,goitrogenesis
DB01583,thyroid cancer
DB01583,goiter
DB01584,hypothyroidism
DB01586,gallstones
DB01587,anxiety
DB01587,irritability
DB01588,anxiety disorders
DB01589,insomnia
DB01590,neuroendocrine tumors
DB01590,giant cell astrocytoma
DB01590,renal angiomyolipoma
DB01590,rcc
DB01590,renal cell carcinoma
DB01590,breast cancer
DB01590,tuberous sclerosis
DB01590,hr+
DB01591,urinary incontinence
DB01592,iron-deficiency anemia
DB01594,anxiety disorders
DB01594,anxiety
DB01594,depressive symptoms
DB01595,insomnia
DB01598,bacterial infections
DB01600,arthritic pain
DB01600,pain
DB01601,hiv-infection
DB01602,urethritis
DB01602,infections
DB01603,infections
DB01604,pneumococci
DB01604,urethritis
DB01604,streptococci
DB01604,respiratory tract infections
DB01604,urinary tract infections
DB01604,p. mirabilis
DB01604,pneumonia
DB01604,chronic bronchitis
DB01604,exacerbations
DB01604,gynecological infections
DB01604,h. influenzae
DB01604,throat infections
DB01604,bronchitis
DB01605,typhoid fever
DB01605,infections
DB01605,urinary tract infections
DB01605,salmonellosis
DB01607,bacterial infections
DB01608,aggressiveness
DB01608,psychotic
DB01608,hostility
DB01609,transfusional hemosiderosis
DB01610,cytomegalovirus infections
DB01611,p.
DB01611,systemic lupus erythematosus
DB01611,rheumatoid arthritis
DB01611,malaria
DB01612,angina pectoris
DB01613,angina
DB01615,sleep disorders
DB01616,spasms
DB01616,cramps
DB01616,pain
DB01616,irritable bowel syndrome
DB01616,breast cancer
DB01618,psychotic disorders
DB01619,allergies
DB01619,rashes
DB01619,sneezing
DB01619,watery
DB01619,itching
DB01620,fever
DB01620,urticaria
DB01620,allergic
DB01621,schizophrenic
DB01622,manic
DB01622,schizophrenia
DB01623,schizophrenia
DB01624,mania
DB01624,psychiatric
DB01624,psychoses
DB01624,schizophrenia
DB01625,gastrointestinal disorders
DB01625,spastic colon
DB01625,pylorospasm
DB01625,gastrointestinal spasm
DB01625,functional diarrhea
DB01625,hyperchlorhydria
DB01625,pyloroduodenal irritability
DB01625,chronic cholelithiasis
DB01625,gastritis
DB01625,biliary dyskinesia
DB01625,duodenitis
DB01625,peptic ulcer
DB01625,irritable
DB01625,genitourinary spasm
DB01625,gastroenteritis
DB01626,hypertension
DB01627,infections
DB01627,"staphylococcal, streptococcal,"
DB01628,gout
DB01628,osteoarthritis
DB01628,acute pain
DB01628,rheumatoid arthritis
DB01628,spondylitis
DB01628,chronic low back pain
DB01638,enema
DB01645,prostate cancer
DB01656,bronchospasm
DB01656,chronic bronchitis
DB01656,exacerbations
DB01656,copd
DB01656,copd exacerbations
DB01669,bacterial infections
DB01685,gout
DB01708,muscle ache
DB01708,lupus
DB01708,sexual dysfunction
DB01708,schizophrenia
DB01708,osteoporosis
DB01708,eating disorder
DB01708,anorexia nervosa
DB01708,osteopenia
DB01764,bacterial infections
DB01783,diabetic ulceration
DB01783,acne
DB01783,obesity
DB01783,torsion
DB01783,diabetic peripheral polyneuropathy
DB01873,prostate cancer
DB01873,colorectal cancer
DB01873,lung cancer
DB01873,tumors
DB01873,breast cancer
DB01914,hypoglycemia
DB01956,weight loss
DB01956,impaired gastrointestinal absorption
DB02132,diabetic
DB02132,neuropathy
DB02187,vaginitis
DB02187,androgen-dependent carcinoma of the prostate
DB02187,osteoporosis
DB02187,hypogonadism
DB02187,primary ovarian failure
DB02187,breast cancer
DB02187,hypoestrogenism
DB02300,psoriasis
DB02342,rheumatoid arthritis
DB02342,breast cancer
DB02342,inflammatory diseases
DB02383,diabetic complications
DB02546,cutaneous t-cell lymphoma
DB02638,varices
DB02638,bleeding
DB02659,steatorrhea
DB02659,bile acid
DB02659,zellweger spectrum disorders
DB02659,peroxisomal disorders
DB02659,liver disease
DB02703,bacterial infections
DB02709,herpes labialis infections
DB03010,gastric cancer
DB03010,lung cancer
DB03010,brain cancer
DB03010,ovarian cancer
DB03010,breast cancer
DB03128,miosis
DB03128,cataract
DB03128,keratoplasty
DB03147,keratitis
DB03147,blepharitis
DB03166,infections
DB03209,gastric (stomach) cancer
DB03255,canker sores
DB03255,mouth irritation
DB03255,throat pain
DB03255,sore
DB03255,pain
DB03255,spasticity
DB03255,sore mouth
DB03348,alzheimer's disease
DB03404,porphyria
DB03404,acute intermittent porphyria
DB03424,nasopharyngeal cancer
DB03424,hypercholesterolaemia
DB03424,lung cancer
DB03424,chronic myelonous leukemia
DB03496,liver cancer
DB03496,esophageal cancer
DB03496,leukemia (lymphoid)
DB03496,lung cancer
DB03516,cancer
DB03619,fullness
DB03754,metabolic acidosis
DB03843,dryness
DB03849,copd
DB03849,chronic obstructive pulmonary disease
DB03925,copd
DB03925,chronic obstructive pulmonary disease
DB04209,vaginitis
DB04209,trichomoniasis
DB04209,vulvo-vaginal candidiasis
DB04209,infections
DB04209,bacterial vaginosis
DB04339,chronic obstructive pulmonary disorder
DB04339,copd
DB04339,bronchiectasis
DB04468,gynecomastia
DB04468,mastalgia
DB04468,breast disease
DB04468,fibrocystic breast disease
DB04468,keloid scarring
DB04552,rheumatoid arthritis
DB04570,gi infections
DB04570,respiratory tract infections
DB04570,skin infections
DB04570,infections
DB04570,bacterial infections
DB04570,meningitis
DB04570,uti
DB04570,septicaemia
DB04571,vitiligo
DB04572,haematological diseases
DB04572,tumours
DB04574,vaginal atrophy
DB04574,osteoporosis
DB04574,hypogonadism
DB04574,primary ovarian failure
DB04574,vulval
DB04574,hypoestrogenism
DB04575,breast and prostate cancer
DB04626,bacterial infections
DB04690,cancer
DB04725,osteoarthritis
DB04743,primary dysmenorrhoea
DB04743,osteoarthritis
DB04743,acute pain
DB04786,onchocerciasis
DB04786,sleeping sickness
DB04794,fungal infections
DB04794,tinea pedis
DB04796,hyperparathyroidism
DB04796,prostate cancer
DB04796,psoriasis
DB04817,fever
DB04818,depression
DB04818,tuberculosis
DB04828,pain
DB04831,hypertension
DB04832,depression
DB04833,insomnia
DB04836,depression
DB04837,dry cough
DB04838,nighttime leg cramps
DB04838,raynaud's disease
DB04838,arteriosclerosis
DB04838,blood vessel diseases
DB04839,prostatic carcinoma
DB04840,hypertension
DB04840,renal hypertension
DB04841,epilepsy
DB04841,peripheral vascular disease
DB04841,migraine
DB04841,vertigo
DB04842,schizophrenia
DB04843,peptic ulcer
DB04844,senile chorea
DB04844,tourette syndrome
DB04844,hemiballismus
DB04844,huntington's disease
DB04844,hyperkinetic movement disorders like chorea
DB04844,tardive dyskinesia
DB04844,tic disorders
DB04845,prostate cancer
DB04845,head and neck cancer
DB04845,lung cancer
DB04845,melanoma
DB04845,renal cell carcinoma
DB04845,breast cancer
DB04845,lymphoma (non-hodgkin's)
DB04846,hypertension
DB04846,effort-induced angina pectoris
DB04847,chronic inflammatory disease
DB04847,anemia
DB04848,urinary incontinence
DB04849,nsclc
DB04849,colorectal cancer
DB04849,liver cancer
DB04849,tumors
DB04849,non-small cell lung cancer
DB04850,multiresistant
DB04850,infections
DB04851,cancer
DB04851,administered
DB04852,atherosclerosis
DB04853,coronary artery disease
DB04854,gout
DB04854,hyperuricemia
DB04855,atrial fibrillation
DB04856,gerd
DB04856,irritable bowel syndrome
DB04856,gastroesophageal reflux disease
DB04857,parkinson's disease
DB04858,head and neck cancer
DB04859,alzheimer’s disease
DB04859,dementia
DB04860,hepatitis
DB04861,hypertension
DB04862,hepatitis c
DB04863,unstable angina
DB04864,alzheimer's disease
DB04865,chronic phase cml
DB04866,cancer
DB04866,restenosis
DB04867,appetite disorders
DB04867,pancreatic cancer
DB04868,chronic myeloid leukemia
DB04868,cml
DB04869,migraine headaches
DB04870,obesity
DB04871,obesity
DB04872,depression
DB04872,pain
DB04872,schizophrenia
DB04873,atrial fibrillation
DB04873,irritable bowel syndrome
DB04873,ibs
DB04874,tumors
DB04875,rheumatoid arthritis
DB04875,ra
DB04876,hyperglycemia
DB04876,diabetes mellitus
DB04877,cancer
DB04877,malaria
DB04878,diabetes
DB04878,macrovascular complications
DB04879,colorectal cancer
DB04879,non-small cell lung cancer
DB04879,nsclc
DB04880,congestive heart failure
DB04881,tumors
DB04882,esophageal cancer
DB04882,colorectal cancer
DB04882,tumors
DB04883,hypertension
DB04883,congestive heart failure
DB04884,premature ejaculation
DB04885,irritable bowel syndrome
DB04886,hiv infection
DB04886,aids
DB04887,hiv-1 infection
DB04888,psychosis
DB04888,parkinson's disease
DB04888,schizophrenia
DB04889,pain
DB04890,itchy
DB04890,allergic conjunctivitis
DB04891,psoriatic disorders
DB04891,psoriasis
DB04892,alzheimer's disease
DB04893,tumors
DB04894,esophageal variceal bleeding
DB04894,cirrhotic liver disease
DB04894,aids-related diarrhea
DB04895,neovascular
DB04896,clinical depression
DB04896,fibromyalgia pain
DB04897,respiratory distress syndrome
DB04897,rds
DB04898,vein thrombosis
DB04899,dyspnea
DB04899,congestive heart failure
DB04900,hepatitis b
DB04901,prostate cancer
DB04901,multiple myeloma
DB04901,psoriatic disorders
DB04901,rheumatoid arthritis
DB04901,psoriasis
DB04901,lymphoma (non-hodgkin's)
DB04901,bone metastases
DB04903,anxiety disorders
DB04903,panic
DB04904,dysplasia
DB04904,human papillomavirus
DB04905,cancer
DB04907,brain cancer
DB04908,hsdd
DB04908,hypoactive sexual desire disorder
DB04909,infectious and parasitic disease
DB04910,infectious and parasitic disease
DB04911,bacterial infection
DB04912,metabolic disease
DB04912,liver disease
DB04914,cancer
DB04915,cancer
DB04917,constipation-predominant irritable bowel syndrome
DB04917,ibs-c
DB04918,bacterial infections
DB04919,peripheral arterial occlusion
DB04919,acute ischemic stroke
DB04919,catheter occlusion
DB04920,hypertension
DB04921,multiple sclerosis
DB04924,gastrointestinal diseases
DB04925,strokes
DB04925,cerebral ischemia
DB04926,pain
DB04926,alzheimer's disease
DB04926,hearing loss
DB04927,onychomycosis
DB04928,menstrual disorders
DB04929,heart disease
DB04929,myocardial infarction
DB04930,scabies
DB04931,"keratoses, skin cell studies"
DB04932,venous disease
DB04932,bone marrow transplants
DB04933,sepsis
DB04933,septicemia
DB04934,peripheral vascular disease
DB04934,bacterial infection
DB04934,atherosclerosis
DB04936,type ii diabetes
DB04938,dyspareunia
DB04938,vaginal atrophy
DB04938,vulvar
DB04941,diarrhea
DB04944,cardiovascular disorders
DB04944,coronary artery disease
DB04944,cardiac reperfusion injury
DB04946,schizophrenia
DB04947,attention deficit/hyperactivity disorder
DB04947,parkinson's disease
DB04947,adhd
DB04948,substance abuse
DB04949,inflammation
DB04950,cancer
DB04951,idiopathic pulmonary fibrosis
DB04952,bacterial infections
DB04953,seizures
DB04954,atrial fibrillation
DB04954,arrhythmia
DB04955,lung injury
DB04956,sepsis
DB04956,septicemia
DB04957,atrial fibrillation
DB04957,arrhythmia
DB04958,systemic lupus erythematosus
DB04958,leukemia (lymphoid)
DB04958,lymphoma (non-hodgkin's)
DB04959,viral infection
DB04959,hiv infection
DB04959,anal dysplasia
DB04959,infectious and parasitic disease
DB04959,cervical dysplasia/cancer
DB04960,tumors
DB04960,colorectal cancer
DB04960,leukemia (myeloid)
DB04960,pancreatic cancer
DB04961,leukemia (myeloid)
DB04962,lymphoma (non-hodgkin's)
DB04963,diabetes mellitus
DB04964,ovarian cancer
DB04967,brain cancer
DB04968,social phobia
DB04969,cancer
DB04970,anxiety disorders
DB04971,diabetes mellitus
DB04972,cancer
DB04973,cancer
DB04975,cancer
DB04976,cancer
DB04976,pain
DB04977,cancer
DB04978,carcinoma of the oesophagus
DB04980,prostatic hyperplasia
DB04981,cancer
DB04982,epilepsy
DB04983,fibrosis
DB04985,prostate cancer
DB04985,hrpc
DB04986,cancer
DB04987,bacterial infections
DB04987,fibrosis
DB04988,cancer
DB04989,typhoid fever
DB04991,proteinuria
DB04991,diabetes
DB04992,cancer
DB04995,pain
DB04996,tumors
DB04996,prostate cancer
DB04996,lung cancer
DB04997,multiple sclerosis
DB04998,kidney cancer
DB04998,leukemia (myeloid)
DB04998,pancreatic cancer
DB04999,liver cancer
DB05000,pain
DB05001,diabetes mellitus
DB05003,multiple myeloma
DB05003,tumors
DB05003,melanoma
DB05003,pancreatic cancer
DB05003,ovarian cancer
DB05004,metabolic disease
DB05004,obesity
DB05005,crohn's disease
DB05005,inflammatory bowel disease
DB05005,ulcerative colitis
DB05006,breast cancer
DB05006,prostate cancer
DB05009,cardiovascular disorders
DB05009,inflammatory disorders
DB05010,adhd
DB05010,schizoaffective disorders
DB05010,alzheimer's disease
DB05010,schizophrenia
DB05010,attention deficit/hyperactivity disorder
DB05010,memory loss
DB05011,cardiovascular disorders
DB05011,kidney disease
DB05012,chronic cancer pain
DB05014,tumors
DB05014,lung cancer
DB05015,peripheral t-cell lymphoma
DB05015,ptcl
DB05015,thrombocytopenia
DB05016,duchenne muscular dystrophy
DB05017,crohn's disease
DB05017,rheumatoid arthritis
DB05017,psoriasis
DB05017,psoriatic disorders
DB05018,fabry disease
DB05019,viral infection
DB05020,hepatitis
DB05021,hepatitis
DB05022,ovarian cancer
DB05022,breast cancer
DB05022,prostate cancer
DB05023,psoriatic disorders
DB05023,psoriasis
DB05024,psoriatic disorders
DB05024,psoriasis
DB05024,kidney disease
DB05025,als
DB05025,amyotrophic
DB05025,diabetic
DB05025,neuropathy
DB05025,lateral sclerosis
DB05025,"diabetes mellitus type 2, neurologic disorders"
DB05027,peripheral vascular disease
DB05029,fibrosis
DB05031,gerd
DB05031,gastroesophageal reflux disease
DB05032,allergic reaction
DB05032,allergic rhinitis
DB05032,cataracts
DB05033,breast cancer
DB05034,congestive heart failure
DB05035,hyperlipidemia
DB05035,metabolic disease
DB05035,obesity
DB05036,tumors
DB05036,leukemia (lymphoid)
DB05037,tumors
DB05037,myelodysplastic syndrome
DB05038,brain injuries
DB05038,traumatic
DB05039,airflow obstruction
DB05039,chronic obstructive pulmonary disease
DB05039,chronic bronchitis
DB05039,copd
DB05039,emphysema
DB05040,viral infection
DB05041,pancreatic cancer
DB05042,neurologic disorders
DB05042,schizoaffective disorders
DB05042,schizophrenia
DB05043,copd
DB05043,chronic obstructive pulmonary disease
DB05044,diabetes mellitus type 2
DB05045,obesity
DB05046,pain
DB05047,adhd
DB05047,alzheimer's disease
DB05048,pain
DB05049,gastroesophageal reflux disease
DB05049,gerd
DB05049,irritable bowel syndrome
DB05049,constipation
DB05049,ibs
DB05049,gastrointestinal diseases
DB05050,pain
DB05051,breast cancer
DB05053,diabetes mellitus type 2
DB05054,acne
DB05054,psoriasis
DB05054,atopic dermatitis
DB05054,psoriatic disorders
DB05055,bipolar disorders
DB05055,manic disorders
DB05056,crohn's disease
DB05056,liver disease
DB05056,hepatitis
DB05057,chronic bronchitis
DB05059,kidney disease
DB05060,hepatitis
DB05061,cardiovascular disorders
DB05061,hyperlipidemia
