,diseaseNID,diseaseName
28935,28936,Reduced proportion of naive T cells
28936,28937,Abnormal CD4:CD8 ratio
28937,28938,Abnormal proportion of CD8 T cells
28938,28939,Abnormal proportion of CD4 T cells
28939,28940,Reduced MHC II surface expression
28940,28941,Megakaryocyte nucleus hypolobulation
28941,28942,Decreased lymphocyte proliferation in response to mitogen
28942,28943,Cold paresis
28943,28944,Sleep onset Insomnia
28944,28945,Transthyretin cardiac amyloidosis
28945,28946,Cardiomyocyte mitochondrial proliferation
28946,28947,Internal carotid artery calcification
28947,28948,Peripheral arterial calcification
28948,28949,Coronary sinus enlargement
28949,28950,Ichthyosis follicularis
28950,28951,Abnormal perifollicular morphology
28951,28952,Malalignment of the great toenail
28952,28953,Triangular tibia
28953,28954,Internally nucleated skeletal muscle fibers
28954,28955,Abnormal incisura morphology
28955,28956,Decreased circulating dehydroepiandrosterone level
28956,28957,Striatal T2 hyperintensity
28957,28958,Abnormal morphology of right ventricular trabeculae
28958,28959,Abnormal morphology of left ventricular trabeculae
28959,28960,Optic nerve misrouting
28960,28961,Increased mean corpuscular hemoglobin concentration
28961,28962,Premature occlusive vascular stenosis
28962,28963,Acute lung injury/Acute respiratory distress syndrome (ARDS)
28963,28964,Major psychiatric illness
28964,28965,Drug abuse or dependence
28965,28966,"Non-Alzheimer's dementia (e.g., Lewy body dementia, vascular or multi-infarct dementia; mixed dementia; frontotemporal dementia such as Pick's disease; and dementia related to stroke, Parkinson's or Creutzfeldt-Jakob diseases)"
28966,28967,"PITUITARY ADENOMA 1, MULTIPLE TYPES"
28967,28968,"EHLERS-DANLOS SYNDROME, CLASSIC TYPE, 2"
28968,28969,MARSILI SYNDROME
28969,28970,"COMPLEMENT HYPERACTIVATION, ANGIOPATHIC THROMBOSIS, AND PROTEIN-LOSING ENTEROPATHY"
28970,28971,Alpha-aminoadipic aciduria
28971,28972,"MICROCEPHALY, SEIZURES, SPASTICITY, AND BRAIN CALCIFICATIONS"
28972,28973,"GALLOWAY-MOWAT SYNDROME 2, X-LINKED"
28973,28974,"MENTAL RETARDATION, X-LINKED, SYNDROMIC, HOUGE TYPE"
28974,28975,"MYOPIA 26, X-LINKED, FEMALE-LIMITED"
28975,28976,Multilobulated spleen
28976,28977,Supraumbilical raphe
28977,28978,"PITUITARY ADENOMA 5, MULTIPLE TYPES"
28978,28979,MECKEL SYNDROME 13
28979,28980,JOUBERT SYNDROME 29
28980,28981,OROFACIODIGITAL SYNDROME XVI
28981,28982,"ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 14"
28982,28983,EXUDATIVE VITREORETINOPATHY 7
28983,28984,"ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 13"
28984,28985,SPERMATOGENIC FAILURE 18
28985,28986,Absent sperm flagella
28986,28987,Short sperm flagella
28987,28988,Coiled sperm flagella
28988,28989,"CILIARY DYSKINESIA, PRIMARY, 37"
28989,28990,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 25"
28990,28991,IMMUNODEFICIENCY 53
28991,28992,SPERMATOGENIC FAILURE 19
28992,28993,SPERMATOGENIC FAILURE 20
28993,28994,BIRK-LANDAU-PEREZ SYNDROME
28994,28995,MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 3
28995,28996,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 55"
28996,28997,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 45"
28997,28998,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 46"
28998,28999,CONGENITAL HEART DEFECTS AND SKELETAL MALFORMATIONS SYNDROME
28999,29000,"MICROCEPHALY, SHORT STATURE, AND LIMB ABNORMALITIES"
29000,29001,"DEAFNESS, AUTOSOMAL DOMINANT 71"
29001,29002,"DEAFNESS, AUTOSOMAL DOMINANT 72"
29002,29003,"AMELOGENESIS IMPERFECTA, TYPE IIIB"
29003,29004,"NEPHROTIC SYNDROME, TYPE 15"
29004,29005,POLYCYSTIC KIDNEY DISEASE 5
29005,29006,MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 5
29006,29007,SKRABAN-DEARDORFF SYNDROME
29007,29008,JOUBERT SYNDROME 30
29008,29009,"FIBROMATOSIS, GINGIVAL, 5"
29009,29010,SCHIZOPHRENIA 19
29010,29011,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 26"
29011,29012,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 47"
29012,29013,"DEAFNESS, AUTOSOMAL RECESSIVE 106"
29013,29014,IMMUNODEFICIENCY 11B WITH ATOPIC DERMATITIS
29014,29015,"DEAFNESS, AUTOSOMAL RECESSIVE 107"
29015,29016,"CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT SYNDROME WITH OR WITHOUT HEARING LOSS, ABNORMAL EARS, OR DEVELOPMENTAL DELAY"
29016,29017,"POLYDACTYLY, POSTAXIAL, TYPE A7"
29017,29018,"CEREBELLAR ATROPHY, DEVELOPMENTAL DELAY, AND SEIZURES"
29018,29019,SPERMATOGENIC FAILURE 21
29019,29020,"DEAFNESS, AUTOSOMAL RECESSIVE 108"
29020,29021,"VERTEBRAL, CARDIAC, RENAL, AND LIMB DEFECTS SYNDROME 1"
29021,29022,"VERTEBRAL, CARDIAC, RENAL, AND LIMB DEFECTS SYNDROME 2"
29022,29023,"JOINT LAXITY, SHORT STATURE, AND MYOPIA"
29023,29024,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 32
29024,29025,Combined oxidative phosphorylation deficiency
29025,29026,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 56"
29026,29027,FRASER SYNDROME 2
29027,29028,FRASER SYNDROME 3
29028,29029,"ENCEPHALOPATHY, NEONATAL SEVERE, WITH LACTIC ACIDOSIS AND BRAIN ABNORMALITIES"
29029,29030,"ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN ATROPHY AND SPASTICITY"
29030,29031,"NEURODEGENERATION, CHILDHOOD-ONSET, WITH BRAIN ATROPHY"
29031,29032,"MYOPATHY, MITOCHONDRIAL, AND ATAXIA"
29032,29033,BLEPHAROCHEILODONTIC SYNDROME 2
29033,29034,PILAROWSKI-BJORNSSON SYNDROME
29034,29035,"PITUITARY ADENOMA 3, MULTIPLE TYPES"
29035,29036,OVARIAN DYSGENESIS 5
29036,29037,AL KAISSI SYNDROME
29037,29038,"PONTOCEREBELLAR HYPOPLASIA, TYPE 11"
29038,29039,"3-METHYLGLUTACONIC ACIDURIA, TYPE IX"
29039,29040,SPERMATOGENIC FAILURE 22
29040,29041,SPERMATOGENIC FAILURE 23
29041,29042,"NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, ATAXIA, AND SEIZURES"
29042,29043,"NEURODEVELOPMENTAL DISORDER, MITOCHONDRIAL, WITH ABNORMAL MOVEMENTS AND LACTIC ACIDOSIS, WITH OR WITHOUT SEIZURES"
29043,29044,"EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 1"
29044,29045,OOCYTE MATURATION DEFECT 3
29045,29046,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33
29046,29047,PLATELET ABNORMALITIES WITH EOSINOPHILIA AND IMMUNE-MEDIATED INFLAMMATORY DISEASE
29047,29048,"EPIPHYSEAL DYSPLASIA, MULTIPLE, 7"
29048,29049,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IX"
29049,29050,GALLOWAY-MOWAT SYNDROME 3
29050,29051,GALLOWAY-MOWAT SYNDROME 4
29051,29052,GALLOWAY-MOWAT SYNDROME 5
29052,29053,"FACIAL PALSY, CONGENITAL, WITH PTOSIS AND VELOPHARYNGEAL DYSFUNCTION"
29053,29054,OOCYTE MATURATION DEFECT 4
29054,29055,"IMMUNODEFICIENCY, DEVELOPMENTAL DELAY, AND HYPOHOMOCYSTEINEMIA"
29055,29056,SWEENEY-COX SYNDROME
29056,29057,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 48"
29057,29058,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 49"
29058,29059,NEURODEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND DISTAL LIMB ANOMALIES
29059,29060,JOUBERT SYNDROME 32
29060,29061,"MYOPATHY, CENTRONUCLEAR, 6, WITH FIBER-TYPE DISPROPORTION"
29061,29062,JOUBERT SYNDROME 31
29062,29063,"LEUKODYSTROPHY, PROGRESSIVE, EARLY CHILDHOOD-ONSET"
29063,29064,"SHORT STATURE, HEARING LOSS, RETINITIS PIGMENTOSA, AND DISTINCTIVE FACIES"
29064,29065,"IMMUNODEFICIENCY, COMMON VARIABLE, 14"
29065,29066,JOUBERT SYNDROME 33
29066,29067,KLEEFSTRA SYNDROME 2
29067,29068,Thick ear helices
29068,29069,SPINOCEREBELLAR ATAXIA 45
29069,29070,SPINOCEREBELLAR ATAXIA 46
29070,29071,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 57"
29071,29072,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 61"
29072,29073,COMBINED IMMUNODEFICIENCY AND MEGALOBLASTIC ANEMIA WITH OR WITHOUT HYPERHOMOCYSTEINEMIA
29073,29074,RETINITIS PIGMENTOSA 80
29074,29075,"NEPHROTIC SYNDROME, TYPE 16"
29075,29076,Megakaryocyte dysplasia
29076,29077,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 50"
29077,29078,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 51"
29078,29079,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 52"
29079,29080,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 53"
29080,29081,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 54"
29081,29082,"MICROCEPHALY 19, PRIMARY, AUTOSOMAL RECESSIVE"
29082,29083,"NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, SEIZURES, AND CORTICAL ATROPHY"
29083,29084,NEURODEVELOPMENTAL DISORDER WITH SEVERE MOTOR IMPAIRMENT AND ABSENT LANGUAGE
29084,29085,RENAL HYPODYSPLASIA/APLASIA 3
29085,29086,"NEURODEVELOPMENTAL DISORDER WITH ATAXIC GAIT, ABSENT SPEECH, AND DECREASED CORTICAL WHITE MATTER"
29086,29087,COFFIN-SIRIS SYNDROME 6
29087,29088,GELEOPHYSIC DYSPLASIA 3
29088,29089,GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 15
29089,29090,GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 16
29090,29091,GLUCOCORTICOID DEFICIENCY 5
29091,29092,"EHLERS-DANLOS SYNDROME, NONVASCULAR VARIANT"
29092,29093,"CROMER BLOOD GROUP SYSTEM, Dr(a-) PHENOTYPE"
29093,29094,"PITUITARY TUMOR 3, GROWTH HORMONE-SECRETING, SOMATIC"
29094,29095,"NEPHROTIC SYNDROME, TYPE 14"
29095,29096,Hydropic leiomyoma
29096,29097,Carcinoid syndrome diarrhea
29097,29098,Anxiety in pregnancy
29098,29099,Microsatellite instability-high solid malignant tumor
29099,29100,Protracted bronchitis caused by bacterium
29100,29101,Clinical malaria
29101,29102,Adult-onset immunodeficiency
29102,29103,Gaming disorder
29103,29104,Postmenopausal osteopenia
29104,29105,Osteopenia due to disuse
29105,29106,Narcolepsy type 1
29106,29107,Primary osteosarcoma
29107,29108,Atrioventricular reciprocating tachycardia
29108,29109,Localized cutaneous leishmaniasis
29109,29110,Acute obstructive cholangitis
29110,29111,Neonatal disorder of endocrine system
29111,29112,PIK3CA related overgrowth syndrome
29112,29113,Microsatellite instability-high colorectal cancer
29113,29114,Fibropolycystic disease of liver
29114,29115,Chronic visceral pain
29115,29116,Myeloid and/or lymphoid neoplasm associated with platelet derived growth factor receptor alpha rearrangement
29116,29117,Spontaneous intracranial hemorrhage
29117,29118,Epigenetic disorder
29118,29119,Classical cystic fibrosis
29119,29120,Atypical cystic fibrosis
29120,29121,Congenital obstructive hydrocephalus
29121,29122,Imprinting error
29122,29123,Chronic pain following trauma
29123,29124,Abuse of synthetic cathinone
29124,29125,Sepsis caused by Klebsiella pneumoniae
29125,29126,Organ surgical site infection
29126,29127,Left renal agenesis
29127,29128,Exacerbation of allergic asthma
29128,29129,Hypertrichosis cubiti short stature
29129,29130,Unilateral lobar pulmonary agenesis
29130,29131,Colon adenoma
29131,29132,Aplasia/hypoplasia of the extremities
29132,29133,Small airways disease
29133,29134,Hypertrophic obstructive cardiomyopathy
29134,29135,Cystic medial necrosis
29135,29136,Seckel syndrome 1
29136,29137,"ROBINOW SYNDROME, AUTOSOMAL DOMINANT 1"
29137,29138,"Robinow Syndrome, Autosomal Dominant"
29138,29139,SOTOS SYNDROME 1
29139,29140,NEU-LAXOVA SYNDROME 1
29140,29141,"Schwartz-Jampel Syndrome, Type 1"
29141,29142,FRASER SYNDROME 1
29142,29143,TOWNES-BROCKS SYNDROME 1
29143,29144,Adams-Oliver syndrome 1
29144,29145,SCLEROSTEOSIS 1
29145,29146,Leopard Syndrome 1
29146,29147,Clinodactyly
29147,29148,ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 1
29148,29149,Submucous cleft palate
29149,29150,Bifid uvula
29150,29151,Ureter duplex
29151,29152,Ovotestis
29152,29153,Congenital absence of penis
29153,29154,Micropenis
29154,29155,Situs inversus totalis
29155,29156,Desquamative gingivitis
29156,29157,"Hypophosphatemic Rickets, Autosomal Recessive, 1"
29157,29158,"Hyperuricemic Nephropathy, Familial Juvenile 1"
29158,29159,Ehlers-Danlos syndrome kyphoscoliotic type
29159,29160,"EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 1"
29160,29161,"Amyloid Polyneuropathy, Iowa Type"
29161,29162,"AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS, 1"
29162,29163,HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 1
29163,29164,FANCONI RENOTUBULAR SYNDROME 1
29164,29165,Oculocutaneous albinism type 1A
29165,29166,Methylcrotonyl-CoA carboxylase deficiency
29166,29167,Paroxysmal Nonkinesigenic Dyskinesia 1
29167,29168,Buphthalmos
29168,29169,Dominant hereditary optic atrophy
29169,29170,Jervell And Lange-Nielsen Syndrome 1
29170,29171,CARPENTER SYNDROME 1
29171,29172,X-linked sideroblastic anemia
29172,29173,DEHYDRATED HEREDITARY STOMATOCYTOSIS 1 WITH OR WITHOUT PSEUDOHYPERKALEMIA AND/OR PERINATAL EDEMA
29173,29174,"Hemophagocytic Lymphohistiocytosis, Familial, 1"
29174,29175,Chilblain lupus erythematosus
29175,29176,Hip pain
29176,29177,Flared nostrils abnormality
29177,29178,Abducens Nerve Palsy
29178,29179,Intention tremor
29179,29180,Kinetic tremor
29180,29181,Focal segmental glomerulosclerosis 1
29181,29182,Stage IB Cervical Cancer AJCC v6 and v7
29182,29183,refractory multiple myeloma
29183,29184,Refractory Hairy Cell Leukemia
29184,29185,Grade III Childhood Astrocytoma
29185,29186,Early Infantile Epileptic Encephalopathy 6
29186,29187,"EPILEPSY, HOT WATER, 1"
29187,29188,X-linked hereditary motor and sensory neuropathy
29188,29189,"Cerebellar Ataxia, Mental Retardation, And Dysequilibrium Syndrome 1"
29189,29190,Congenital agranulocytosis
29190,29191,SPECIFIC GRANULE DEFICIENCY 1
29191,29192,IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 1
29192,29193,"Fibromatosis, Gingival, Type 1"
29193,29194,Senior-Loken Syndrome 1
29194,29195,Truncal obesity
29195,29196,"AVASCULAR NECROSIS OF FEMORAL HEAD, PRIMARY, 1"
29196,29197,Microcephaly (physical finding)
29197,29198,Narrow nasal bridge
29198,29199,Rachitic rosary
29199,29200,Equinovarus deformity of foot
29200,29201,Abnormal granulocyte morphology
29201,29202,Joubert syndrome 1
29202,29203,2-3 toe syndactyly
29203,29204,Cranioectodermal dysplasia
29204,29205,"MYOFIBROMATOSIS, INFANTILE, 1"
29205,29206,UNCOMBABLE HAIR SYNDROME 1
29206,29207,Cerebral cortical atrophy
29207,29208,Brain atrophy
29208,29209,"ESOPHAGITIS, EOSINOPHILIC, 1"
29209,29210,Familial renal hypouricemia
29210,29211,Increased HDL cholesterol concentration
29211,29212,"SKIN CREASES, CONGENITAL SYMMETRIC CIRCUMFERENTIAL, 1"
29212,29213,Surface epithelial-stromal tumor
29213,29214,"Biliary Cirrhosis, Primary, 1"
29214,29215,Abnormal renal morphology
29215,29216,Noonan Syndrome 1
29216,29217,"EHLERS-DANLOS SYNDROME, ARTHROCHALASIA TYPE, 1"
29217,29218,Idiopathic basal ganglia calcification 1
29218,29219,Granulocytopenic disorder
29219,29220,Opiate Abuse
29220,29221,Congenital talipes calcaneovalgus
29221,29222,Ichthyosis Congenita I
29222,29223,Cystic liver disease
29223,29224,Recurrent pancreatitis
29224,29225,Pigmentary retinal dystrophy
29225,29226,Deuteranopia
29226,29227,"Erythrocytosis familial, 1"
29227,29228,Stage 0is Bladder Urothelial Carcinoma AJCC v6 and v7
29228,29229,Long QT Syndrome 1
29229,29230,Congenital Dysplasia Of The Hip
29230,29231,Esophageal Stricture
29231,29232,Altman type IV sacrococcygeal teratoma
29232,29233,Exodeviation
29233,29234,"Keratoderma, Palmoplantar"
29234,29235,Laryngismus stridulus
29235,29236,"HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, AUTOSOMAL RECESSIVE, 1"
29236,29237,Generalized osteoporosis
29237,29238,"Periodontitis, Aggressive, 1"
29238,29239,Adrenal Gland Pheochromocytoma
29239,29240,Paralysis of diaphragm
29240,29241,Malignant neoplasm of soft tissue
29241,29242,Sarcoma of soft tissue
29242,29243,Sleep-Disordered Breathing
29243,29244,Urethral stricture
29244,29245,Wolfram Syndrome 1
29245,29246,Retinal vascular proliferation
29246,29247,Branchiootorenal Syndrome 1
29247,29248,Abnormality of chromosome stability
29248,29249,Rod-Cone Dystrophy
29249,29250,Pigmentary retinopathy
29250,29251,Primary Ciliary Dyskinesia
29251,29252,PERRAULT SYNDROME 1
29252,29253,Encephalocele
29253,29254,Esodeviation
29254,29255,Waldenstrom's macroglobulinaemia refractory
29255,29256,Excessive daytime sleepiness
29256,29257,Stage III Cervical Cancer AJCC v6 and v7
29257,29258,Recurrent infections of the middle ear
29258,29259,Protanopia
29259,29260,"CEREBRAL ARTERIOPATHY, AUTOSOMAL DOMINANT, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY, TYPE 1"
29260,29261,"Convulsions, Benign Familial Infantile, 1"
29261,29262,Kleefstra syndrome
29262,29263,GALLOWAY-MOWAT SYNDROME 1
29263,29264,ZIMMERMANN-LABAND SYNDROME 1
29264,29265,FEINGOLD SYNDROME 1
29265,29266,"Knobloch Syndrome, Type I"
29266,29267,RITSCHER-SCHINZEL SYNDROME 1
29267,29268,Brown-Vialetto-Van Laere syndrome
29268,29269,Brugada Syndrome 1
29269,29270,Oguchi Disease 1
29270,29271,Megaloblastic Anemia 1
29271,29272,Symphalangism-brachydactyly syndrome
29272,29273,Intralobar nephroblastomatosis
29273,29274,Perilobar nephroblastomatosis
29274,29275,Talipes transversoplanus
29275,29276,Eyelid myoclonias
29276,29277,Cornelia de Lange Syndrome 1
29277,29278,Diaphyseal dysplasia
29278,29279,Diaphyseal sclerosis
29279,29280,HYPOPLASTIC LEFT HEART SYNDROME 1
29280,29281,Asphyxiating Thoracic Dystrophy 1
29281,29282,Juvenile Myoclonic Epilepsy of Janz
29282,29283,Vesicoureteral Reflux 1
29283,29284,RUBINSTEIN-TAYBI SYNDROME 1
29284,29285,Ullrich congenital muscular dystrophy
29285,29286,"Telangiectasia, Hereditary Hemorrhagic, Type 1"
29286,29287,"Ophthalmoplegia, Progressive Supranuclear"
29287,29288,"Supranuclear Palsy, Progressive, 1"
29288,29289,VAN DER WOUDE SYNDROME 1
29289,29290,Stage IIB Cervical Cancer AJCC v6 and v7
29290,29291,"Choroidal Dystrophy, Central Areolar 1"
29291,29292,Toxemia of pregnancy
29292,29293,Familial Cold Autoinflammatory Syndrome 1
29293,29294,"Cholestasis, progressive familial intrahepatic 1"
29294,29295,"Cholestasis, benign recurrent intrahepatic 1"
29295,29296,OTOSCLEROSIS 1
29296,29297,"Craniosynostosis, Type 1"
29297,29298,Total anomalous pulmonary venous return
29298,29299,Total Anomalous Pulmonary Venous Return 1
29299,29300,Pulmonary Venous Return Anomaly
29300,29301,"Ciliary Dyskinesia, Primary, 1, With Or Without Situs Inversus"
29301,29302,Acute Inflammatory Demyelinating Polyneuropathy
29302,29303,"Gait Disturbance, CTCAE"
29303,29304,"Anal Stenosis, CTCAE"
29304,29305,VAN MALDERGEM SYNDROME 1
29305,29306,Inclusion Body Myopathy with Early-Onset Paget Disease with or without Frontotemporal Dementia 1
29306,29307,"Myopathy, Centronuclear, 1"
29307,29308,"MACULAR DYSTROPHY, VITELLIFORM, 1"
29308,29309,HYPEREKPLEXIA 1
29309,29310,"Loeys-Dietz Syndrome, Type 1a"
29310,29311,"Epilepsy, Familial Temporal Lobe 1"
29311,29312,"MYOPATHY, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA 1"
29312,29313,ATRIAL STANDSTILL 1
29313,29314,"Sertoli cell-only syndrome, type 1"
29314,29315,Familial Isolated Hyperparathyroidism
29315,29316,"ACNE INVERSA, FAMILIAL, 1"
29316,29317,"GAZE PALSY, FAMILIAL HORIZONTAL, WITH PROGRESSIVE SCOLIOSIS, 1"
29317,29318,ANAUXETIC DYSPLASIA 1
29318,29319,GLUT1 DEFICIENCY SYNDROME 1
29319,29320,B-CELL EXPANSION WITH NFKB AND T-CELL ANERGY
29320,29321,"Lissencephaly, X-Linked, 1"
29321,29322,Bilateral Periventricular Nodular Heterotopia
29322,29323,Sclerotic vertebral endplates
29323,29324,"Albers-Schonberg Disease, Autosomal Recessive"
29324,29325,Mosaic variegated aneuploidy syndrome
29325,29326,Miyoshi Muscular Dystrophy 1
29326,29327,"DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 1"
29327,29328,RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 1
29328,29329,HYPOTRICHOSIS 1
29329,29330,"Microphthalmos, Autosomal Recessive"
29330,29331,Short forearm
29331,29332,Nephronophthisis 1
29332,29333,HEIMLER SYNDROME 1
29333,29334,Familial Multiple Coagulation Factor Deficiency I
29334,29335,TRICHOHEPATOENTERIC SYNDROME 1
29335,29336,"EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 1"
29336,29337,Arthrogryposis with renal dysfunction and cholestasis syndrome
29337,29338,"ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 1"
29338,29339,AMR Syndrome
29339,29340,BLEPHAROCHEILODONTIC SYNDROME 1
29340,29341,Tibial aplasia and ectrodactyly syndrome
29341,29342,Acanthocytosis With Hypobetalipoproteinemia
29342,29343,ANTERIOR SEGMENT DYSGENESIS 1
29343,29344,"Amyotrophic Lateral Sclerosis, Familial"
29344,29345,Mitochondrial DNA Depletion Syndrome 1
29345,29346,Auriculocondylar syndrome 1
29346,29347,"Porencephaly, Type 1, Autosomal Dominant"
29347,29348,"MACULAR DYSTROPHY, PATTERNED, 1"
29348,29349,Episodic Kinesigenic Dyskinesia 1
29349,29350,MEIER-GORLIN SYNDROME 1
29350,29351,WEILL-MARCHESANI SYNDROME 1
29351,29352,"EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 1"
29352,29353,Distal Myopathy 1
29353,29354,Gonadotropin deficiency
29354,29355,Stage IS Testicular Cancer AJCC v6 and v7
29355,29356,CEREBRORETINAL MICROANGIOPATHY WITH CALCIFICATIONS AND CYSTS 1
29356,29357,"Ciliary Dyskinesia, Primary, 7, With Or Without Situs Inversus"
29357,29358,Cortical dysplasia with focal epilepsy syndrome
29358,29359,ABDOMINAL OBESITY-METABOLIC SYNDROME 1
29359,29360,"PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL 1"
29360,29361,Mandibular pain
29361,29362,"Pulmonary Hypertension, Primary, 1"
29362,29363,X-linked infantile spasms
29363,29364,PSEUDO-TORCH SYNDROME 1
29364,29365,Premature Ovarian Failure 1
29365,29366,"HYPOCALCEMIA, AUTOSOMAL DOMINANT 1, WITH BARTTER SYNDROME"
29366,29367,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
29367,29368,Dowling-Degos disease 1
29368,29369,Polymorphic Ventricular Tachycardia by ECG Finding
29369,29370,Nevus Sebaceus of Jadassohn
29370,29371,Lynch Syndrome
29371,29372,"EHLERS-DANLOS SYNDROME, CLASSIC TYPE, 1"
29372,29373,Typical absence seizures
29373,29374,Reoviral infection
29374,29375,Familial acromegaly
29375,29376,Cardiac iron overload
29376,29377,Trichoblastic carcinoma
29377,29378,Broad autism phenotype
29378,29379,Autoimmune lung disease
29379,29380,B-cell aplasia
29380,29381,Dyschromatosis
29381,29382,Hereditary angioedema with normal C1 esterase inhibitor
29382,29383,Neurogenic tumour
29383,29384,Gastrointestinal adenocarcinoma
29384,29385,Obesity cardiomyopathy
29385,29386,Congenital Zika syndrome
29386,29387,Myopic conus
29387,29388,Myopic traction maculopathy
29388,29389,Complicated urinary tract infection
29389,29390,Complicated skin and skin structure infection
29390,29391,Acute bacterial skin and skin structure infection
29391,29392,CSSSI
29392,29393,ABSSSI
29393,29394,Unexplained chronic cough
29394,29395,Refractory chronic cough
29395,29396,Idiopathic granulomatous mastitis
29396,29397,Multiple sclerosis lesion
29397,29398,PHVD
29398,29399,Neurocognitive deficit
29399,29400,Temporomandibular joint osteoarthritis
29400,29401,Hereditary angioedema with normal C1 inhibitor
29401,29402,Metastatic gastrointestinal adenocarcinoma
29402,29403,TAFRO syndrome
29403,29404,Intracranial haemangiopericytoma
29404,29405,Subclavicular lymphadenopathy
29405,29406,Subclinical leaflet thrombosis
29406,29407,"Rhinorrhea, CTCAE"
29407,29408,"Portal Vein Thrombosis, CTCAE"
29408,29409,Stage I Ovarian Cancer AJCC v8
29409,29410,Stage I Prostate Cancer AJCC v8
29410,29411,"Epilepsy, Minor"
29411,29412,Miscarriage
29412,29413,"Myoclonic Epilepsy, Adolescent"
29413,29414,"Irritability, CTCAE"
29414,29415,"Generalized Muscle Weakness, CTCAE"
29415,29416,"Hypomagnesemia, CTCAE"
29416,29417,"Agitation, CTCAE 5.0"
29417,29418,"Genital Edema, CTCAE"
29418,29419,Stage IB1 Cervical Cancer AJCC v8
29419,29420,"Productive Cough, CTCAE"
29420,29421,"Ear Pain, CTCAE"
29421,29422,Chemokine (C-C Motif) Ligand 21 Measurement
29422,29423,"Avascular Necrosis, CTCAE"
29423,29424,"Anal Pain, CTCAE 5"
29424,29425,"Myoclonic Epilepsy, Juvenile, 1"
29425,29426,Neurolymphomatosis
29426,29427,Interleukin 1 Receptor-Like 1 Measurement
29427,29428,"Left Ventricular Systolic Dysfunction, CTCAE 5.0"
29428,29429,Stage II Ovarian Cancer AJCC v8
29429,29430,Cystic Echinocccosis
29430,29431,Impulsive Petit Mal Epilepsy
29431,29432,"Periorbital Edema, CTCAE"
29432,29433,Stage IIB Cervical Cancer AJCC v8
29433,29434,Stage III Cervical Cancer AJCC v8
29434,29435,Infantile Obesity
29435,29436,Stage III Ovarian Cancer AJCC v8
29436,29437,"Arterial Injury, CTCAE"
29437,29438,"Rectal Stenosis, CTCAE"
29438,29439,Stage IV Ovarian Cancer AJCC v8
29439,29440,Absence Seizure Disorder
29440,29441,"Spasticity, CTCAE"
29441,29442,Stage IV Prostate Cancer AJCC v8
29442,29443,Stage IV Renal Cell Cancer AJCC v8
